Class,Variance,Standard_Deviation,Entropy,Skewness,Kurtosis,Contrast,Energy,ASM,Homogeneity,Dissimilarity
0,943.144895755724,30.7106642024513,0.125676471347998,2.33941565511866,5.83812239350778,69.5583412673225,0.316254473826582,0.100016892215328,0.576802082106644,3.07235798159314
0,123.75713705569,11.1246185128161,0.197484275287044,4.47288496259502,20.35763848146,79.8789568640315,0.401927635686267,0.161545824328353,0.695035690871967,3.08840413318025
0,215.096243990454,14.6661598242503,0.086018753089045,3.19164976952063,10.3817401056426,53.5863373386738,0.257456811702161,0.066284009891842,0.590297388063479,2.52759234534935
0,522.491584228074,22.8580748145611,0.113376238895657,3.13084713694273,9.96826022376194,167.388775510204,0.298743124081135,0.089247454185756,0.57629795359416,4.02979591836735
1,763.54311910044,27.6322840007923,0.014170398226742,5.2334273452151,29.6326608956501,145.700152983172,0.101309729457873,0.010263661282828,0.360282730237108,5.85976542580316
0,206.239411639648,14.3610379722236,0.102807935605076,3.32352991443732,11.335489542349,68.1793591344153,0.283209438335796,0.080207585962477,0.585790793249951,3.30898876404494
1,675.591447754679,25.9921420385985,0.002026377314463,4.07626509006961,17.5430896551701,74.1394037066881,0.037507670619351,0.00140682535529,0.348034762697134,4.74818694601128
0,480.798601598714,21.9271202304068,0.23840306964954,3.63176222180805,13.825891447752,81.3588499550764,0.446942287507746,0.199757408362656,0.647978839397438,2.99694519317161
0,1179.35287680207,34.3417075405703,0.071341995968567,2.27417484205048,5.35551455736587,140.489850819271,0.233346181532275,0.054450440435694,0.581485866262482,3.54671068720959
1,570.806078923854,23.891548273895,0.003892427576946,5.10726703775025,26.6236862375301,148.519202898551,0.052168251504419,0.002721526465028,0.358363449029383,4.66123188405797
0,598.080017564556,24.4556745473225,0.167707173304614,3.22061773147328,10.8329828069443,64.2235603543743,0.369228222436969,0.136329480243964,0.607825564816569,3.12278516057586
1,995.593756221822,31.5530308563507,0.00191946288203,4.82850836369217,24.6549983748536,248.672161172161,0.036598719512354,0.001339466269944,0.28674296929016,8.19492412349555
0,706.075940728969,26.5720895062652,0.057126993253052,2.1954251237433,5.07503298991846,85.265701017249,0.207745019419881,0.043157993093767,0.557423155205239,3.53648827952234
0,78.236370287566,8.84513257603107,0.227872897918245,7.29917647958006,55.7031693219947,115.327359617682,0.436012958844345,0.190107300280201,0.611294758968475,4.30943847072879
0,735.51461005547,27.1203726017079,0.099733671539429,2.81807916968283,8.38493409608157,53.7257758824923,0.279735272358415,0.078251822601436,0.548311890391664,3.33380715470268
0,371.639179350337,19.2779454130967,0.071009006399897,2.41227594324533,6.02983485412625,48.2885375494071,0.231853962593668,0.053756259970386,0.621697064085203,2.42648221343874
0,722.2076613589,26.8739215850404,0.074149079967841,2.29145610786702,5.55800910402116,83.0879040018113,0.238492371701963,0.056878611360028,0.558578931022416,3.55691402049018
1,825.055102422345,28.723772426726,0.004345190321677,5.43449363528353,30.287301135812,122.499603174603,0.055288473651568,0.00305681531872,0.32784391821026,5.33769841269841
1,776.030929179788,27.8573316952609,0.003468995992998,4.46176872806792,21.3975200774029,108.410118183703,0.049405213831942,0.00244087515378,0.302393028305767,5.85569147833299
0,81.3466317805748,9.01923676264099,0.156907628680169,4.42231587378217,20.3607181096314,21.2154929577465,0.35585433129048,0.126632305098195,0.624132967325983,2.1169014084507
0,156.015006648628,12.4905967290849,0.100489989186051,2.78887807941625,8.1245673056089,26.6662370211242,0.279774667913758,0.078273864806254,0.603153327355215,2.33097028284998
1,1885.00406962321,43.4166335593078,0.001003944577103,3.25549373414417,11.2487758632912,132.570987654321,0.02640882896764,0.000697426247442,0.253676053432923,7.15194681861349
0,512.01576540465,22.6277653648046,0.111457721216251,3.51681042119432,12.9857583589309,221.376934492262,0.296813898432449,0.088098490302668,0.509464387564005,5.69832520669917
1,481.715505597339,21.9480182612768,0.002464990206653,4.93558494549296,26.1461397647442,57.4990808823529,0.041379579744818,0.001712269619858,0.351928263555926,4.49234068627451
1,1229.68128037567,35.0668116653863,0.023609767590606,2.39855623666776,6.35784803536029,95.7438622414185,0.131646009244632,0.017330671750038,0.421707284824205,4.89503296203683
0,1069.95024757066,32.7100939706792,0.107657590137778,2.48400219180961,6.51588946409096,94.8742884250474,0.291321372548541,0.084868142103566,0.532261672519743,4.2420540796964
1,1883.9034411254,43.4039565146474,0.00988695825038,3.00760436124936,9.56704873065844,145.13526272578,0.084154726860471,0.00708201805296,0.393186999285751,5.39819376026272
1,96.4296268552353,9.81985880016792,0.006427414627983,16.5126654556985,281.281098469337,673.307692307692,0.067004813039171,0.004489644970414,0.165750122205392,16.1461538461538
0,480.88402450775,21.929068026429,0.11817105920736,4.11066927858183,17.5388260826618,239.251387572763,0.306224046607137,0.09377316672045,0.494332657108144,6.78732909164749
0,512.176765685559,22.6313226676118,0.078828827493821,2.46955492811707,6.96465617159771,100.500805325889,0.246701800503116,0.060861778371479,0.532840805472882,4.02190486416837
0,418.733048059488,20.4629677236584,0.118417731333026,4.08969900153519,17.316456985154,225.79071341546,0.306503751920255,0.093944549941193,0.52084260548259,6.23446595370245
1,428.413546928907,20.6981532250804,0.002563415343748,5.62155834697315,32.7466677496156,163.672742336371,0.04231034079471,0.001790164938164,0.275633953002144,6.93371996685998
